Address,Area(In Sq.Feet),Road,Price(Float),Bedroom,Bathroom,Face,Floors,City
Basundhara,2738.0,15.0,45000000,6,6.0,South West,3.0,Kathmandu
Basundhara,2053.5,15.0,42500000,6,6.0,South,4.0,Kathmandu
Tokha,1283.4375,15.0,23500000,7,6.0,East,3.0,Kathmandu
Tushal,1711.25,15.0,29500000,5,4.0,East,2.5,Kathmandu
Near golfutar,1026.75,15.0,19700000,4,4.0,North East,3.5,Kathmandu
Gokarna,1369.0,15.0,13500000,4,2.0,East,2.0,Kathmandu
Basundhara,1882.375,15.0,32500000,6,3.0,South,2.5,Kathmandu
Budhanilkantha,1745.475,15.0,50000000,4,5.0,East,2.5,Kathmandu
Bhangal,1369.0,15.0,24000000,6,6.0,North West,3.0,Kathmandu
Bagdol,1711.25,15.0,29000000,4,4.0,South,2.5,Lalitpur
Kausaltar,2566.875,15.0,30000000,5,4.0,East,3.0,Bhaktapur
Gwarko,1369.0,15.0,19500000,5,3.0,West,2.0,Lalitpur
Budhanilkantha,6160.5,15.0,165000000,5,6.0,South East,2.5,Kathmandu
Mulpani,1026.75,15.0,24500000,5,3.0,East,2.5,Kathmandu
Budhanilkantha,2823.5625,15.0,44500000,6,5.0,South East,3.0,Kathmandu
Dillibazar,1369.0,15.0,60000000,8,5.0,North west,5.0,Kathmandu
Sitapaila,787.175,15.0,22000000,7,3.0,North West,3.5,Kathmandu
Budhanilkantha,3422.5,15.0,62000000,4,6.0,East,3.0,Kathmandu
Bhangal,2395.75,15.0,34500000,5,5.0,South West,3.0,Kathmandu
Maharajgunj,2481.3125,15.0,65000000,5,6.0,East,3.0,Kathmandu
Gairidhara,1711.25,15.0,53500000,5,7.0,East,4.0,Kathmandu
Samakhusi,1369.0,15.0,44000000,5,6.0,East,3.0,Kathmandu
Sano Bharyang,1026.75,15.0,23500000,5,3.0,East,3.0,Kathmandu
Budhanilkantha,1090.921875,15.0,22500000,4,3.0,East,3.0,Kathmandu
Budhanilkantha,1369.0,15.0,32500000,5,4.0,East,3.0,Kathmandu
Basundhara,7786.1875,15.0,35500000,4,3.0,East,3.0,Kathmandu
Rudreshwor,2053.5,15.0,57500000,5,5.0,South,2.5,Kathmandu
Nagarjun,3165.8125,15.0,17500000,5,4.0,North,3.0,Kathmandu
Baluwatar,770.0625,15.0,23000000,4,2.0,East,3.0,Kathmandu
Naxal,1604.29,15.0,78000000,8,5.0,East,4.0,Kathmandu
Basundhara,1711.25,15.0,36500000,4,3.0,East,2.0,Kathmandu
Budhanilkantha,1026.75,15.0,19000000,4,3.0,East,2.0,Kathmandu
Baluwatar,1882.375,15.0,39500000,3,3.0,East,2.0,Kathmandu
Budhanilkantha,7187.25,15.0,100000000,5,7.0,South,3.0,Kathmandu
Hattigaunda,2121.95,15.0,36500000,5,5.0,East,2.5,Kathmandu
Banasthali,1026.75,15.0,22500000,4,3.0,East,2.0,Kathmandu
Hattigauda,1711.25,15.0,37500000,4,3.0,South East,2.0,Kathmandu
Hattigauda,2139.0625,15.0,35500000,4,4.0,East,2.0,Kathmandu
Bhaisepati,1129.425,15.0,31000000,5,4.0,South West,2.5,Lalitpur
Budhanilkantha,5818.25,15.0,175000000,5,5.0,South East,2.5,Kathmandu
Hattigaunda,1711.25,15.0,45000000,6,5.0,North East,2.5,Kathmandu
Pasikot,2738.0,15.0,42500000,4,5.0,North east,2.5,Kathmandu
Kusunti,1026.75,15.0,26500000,4,3.0,East,2.5,Lalitpur
Chapali,1403.225,15.0,33500000,5,5.0,South West,2.5,Kathmandu
Golfutar,2395.75,15.0,35000000,4,4.0,East,2.0,Kathmandu
Bhaisepati,1711.25,15.0,39900000,4,4.0,East,2.5,Lalitpur
Budhanilkantha,2139.0625,15.0,32500000,4,4.0,East,2.0,Kathmandu
Budhanilkantha,4791.5,15.0,67500000,4,4.0,East,2.0,Kathmandu
Dhapasi,2139.0625,15.0,26000000,4,3.0,West,3.0,Kathmandu
Bafal,1129.425,15.0,31000000,5,3.0,North East,2.5,Kathmandu
Budhanilkantha,3422.5,15.0,82000000,4,5.0,South,2.5,Kathmandu
Kapan,1369.0,15.0,24000000,2,1.0,South,1.0,Kathmandu
Koteshwor,1369.0,15.0,30000000,6,3.0,North,3.0,Kathmandu
Budhanilkantha,2053.5,15.0,36000000,5,4.0,North East,2.0,Kathmandu
Samakhusi,1711.25,15.0,35000000,6,3.0,East,2.0,Kathmandu
Dhapasi,1711.25,15.0,35000000,4,4.0,East,2.0,Kathmandu
Samakhusi,1369.0,15.12944333,30000000,6,6.0,East,2.5,Kathmandu
Golfutar,1779.7,15.12944333,43000000,5,5.0,East,2.5,Kathmandu
Kalanki,1711.25,15.12944333,27500000,7,4.0,West,3.5,Kathmandu
Naya Bazar,2087.725,15.12944333,95000000,23,8.0,South West,3.5,Kathmandu
Tutepani,7255.7,15.5,75000000,1,1.0,South,2.5,Lalitpur
Bhangal,1540.125,16.0,17500000,2,1.0,South,1.0,Kathmandu
Hattiban,1711.25,16.0,35000000,11,5.0,East,3.0,Lalitpur
Lalitpur,1369.0,16.0,34000000,5,3.0,South West,3.0,Lalitpur
Chandragiri,1026.75,16.0,17000000,6,3.0,East,3.0,Kathmandu
Balambu,1026.75,16.0,17000000,6,3.0,East,3.0,Kathmandu
Hepali,4107.0,16.0,70000000,5,5.0,West,2.5,Kathmandu
Baniyatar,1369.0,16.0,35000000,10,3.0,North,3.0,Kathmandu
Bhaisepati,3422.5,16.0,50000000,5,3.0,East,2.5,Lalitpur
Nagarjun,1060.975,16.0,25000000,4,3.0,North East,2.5,Kathmandu
Lubhu,2053.5,16.0,55000000,7,5.0,North east,3.5,Lalitpur
Bhaisepati,1711.25,16.0,45000000,4,4.0,South,2.0,Lalitpur
Chappal karkhana,1026.75,16.0,35000000,4,4.0,South,3.5,Kathmandu
Sanepa,3148.7,16.0,77500000,4,4.0,East,2.5,Lalitpur
Bhaisepati,2909.125,16.0,39077000,4,4.0,South,3.0,Lalitpur
Kathmandu,727.28,16.0,17000000,4,2.0,West,2.5,Kathmandu
Thankot,1369.0,16.0,17500000,5,2.0,South,3.0,Kathmandu
Sadikshya Marga,2738.0,16.0,35000000,5,3.5,East,5.0,Kathmandu
Chandol,1369.0,16.0,33500000,4,5.0,East,3.0,Kathmandu
Ochu Height,1129.425,16.0,33000000,6,4.0,South,2.5,Lalitpur
Bhaisepati,1095.2,16.0,35000000,3,3.0,North,2.0,Lalitpur
Budhanilkantha,2464.2,16.0,68000000,6,5.0,South east,1.0,Kathmandu
Budhanilkantha,2566.875,16.0,63000000,6,5.0,East,3.5,Kathmandu
Golfutar,1369.0,16.0,29500000,4,3.0,South,2.5,Kathmandu
Bafal,1369.0,16.0,31000000,6,3.0,South West,2.5,Kathmandu
Imadol,1112.31,16.0,22000000,4,4.0,North east,2.5,Lalitpur
Imadol,1197.875,16.0,22500000,6,3.0,West,2.5,Lalitpur
Thecho,3336.93,16.0,85000000,6,7.0,East,2.5,Lalitpur
Nakkhu,1026.75,16.0,23000000,4,3.0,South,2.5,Lalitpur
Narayanthan,1129.425,16.0,42500000,5,5.0,South,2.5,Kathmandu
Nagarjun,1197.875,16.0,30000000,4,3.0,East,2.5,Kathmandu
Budhanilkantha,1197.875,16.0,23000000,4,3.0,East,3.0,Kathmandu
Bhaisepati,1471.675,16.0,28000000,4,4.0,East,2.5,Lalitpur
Imadol,1026.75,16.0,24000000,5,4.0,North,2.5,Lalitpur
Khumaltar,1437.45,16.0,39000000,4,4.0,East,2.5,Lalitpur
Imadol,1047.285,16.0,24000000,4,4.0,West,2.5,Lalitpur
Samakhusi,855.625,16.0,20500000,5,4.0,South,3.0,Kathmandu
Dhapakhel,3800.0,16.0,41500000,6,6.0,West,3.0,Lalitpur
Imadol,1200.0,16.0,19500000,5,3.0,West,2.5,Lalitpur
Sitapaila,1437.45,16.0,29500000,4,3.0,South,2.5,Kathmandu
Nakkhu,1369.0,16.0,26500000,4,4.0,East,2.0,Lalitpur
Bansbari,2738.0,16.0,45000000,6,5.0,West,2.5,Kathmandu
Dadhikot Height,3422.5,16.0,63000000,5,5.0,South,2.5,Bhaktapur
Syuchatar,1454.5625,16.0,21000000,5,4.0,West,2.0,Kathmandu
Chandole,1369.0,16.0,33500000,4,4.0,East,1.0,Kathmandu
Balkhu,1026.75,16.0,22300000,3,3.0,North,2.5,Kathmandu
Bhaisepati,1060.975,16.0,38500000,4,4.0,East,2.5,Lalitpur
Budhanilkantha,1283.4375,16.0,42500000,5,5.0,South East,2.0,Kathmandu
Imadol,1163.65,16.0,39900000,6,3.0,North West,2.5,Lalitpur
Uttardhoka,2053.5,16.0,65000000,9,9.0,South West,5.0,Kathmandu
Manabahadur Marga,1437.45,16.0,33000000,5,4.0,North East,2.5,Kathmandu
Hattiban,2053.5,16.0,45000000,5,5.0,North,2.5,Lalitpur
Imadol,1813.925,16.0,29500000,6,4.0,East,2.5,Lalitpur
Bhaisepati,1095.2,16.0,26500000,5,5.0,North West,2.5,Lalitpur
Dhobighat,6845.0,16.0,90000000,4,2.0,South,2.5,Lalitpur
Goldhunga,1026.75,16.0,20500000,4,3.0,East,2.5,Kathmandu
Sitapaila,1112.3125,16.0,17500000,5,4.0,North,2.5,Kathmandu
Sirutar,1133.7,16.0,25000000,4,4.0,West,2.5,Bhaktapur
Dhapasi,1403.225,16.0,36000000,7,7.0,South East,3.5,Kathmandu
Basundhara,1454.5625,16.0,29800000,5,5.0,East,3.0,Kathmandu
Budhanilkantha,1711.25,16.0,44500000,5,5.0,South,3.0,Kathmandu
Guheshwori,1369.0,16.0,28500000,8,3.0,North East,3.0,Kathmandu
Basundhara,3764.75,16.0,50000000,5,5.0,East,3.0,Kathmandu
Bhaisepati,4449.25,16.0,135000000,7,5.0,South,2.5,Lalitpur
Sanepa,1711.25,16.0,65000000,6,5.0,North East,2.5,Lalitpur
Kupandole,3422.5,16.0,100000000,4,3.0,South,2.5,Lalitpur
Banasthali,1711.25,16.0,37000000,7,6.0,South,4.0,Kathmandu
Satungal,1732.64,16.0,22500000,4,3.0,east,2.5,Kathmandu
Narayantar,1095.2,16.0,37500000,7,4.0,South West,2.5,Kathmandu
Imadol,2395.75,16.0,45000000,4,3.0,South,2.5,Lalitpur
Narayanthan,6160.5,16.0,100000000,6,5.0,South east,2.5,Kathmandu
Greenland,2502.7,16.0,38000000,7,5.0,South,3.5,Kathmandu
Sanobharyang,2780.78,16.0,85000000,7,5.0,West,4.5,Kathmandu
Bhaisepati,1026.75,16.0,25000000,4,5.0,South East,3.5,Lalitpur
Kapan,1026.75,16.0,17000000,4,5.0,West,3.0,Kathmandu
Kapan,1369.0,16.0,27500000,6,5.0,East,3.0,Kathmandu
Chabahil,4107.0,16.0,120000000,3,2.0,North,1.5,Kathmandu
Nakkhu,1369.0,16.0,26500000,4,4.0,South West,3.0,Lalitpur
Tikathali,1411.78125,16.0,15000000,2,1.0,North East,1.5,Lalitpur
Bhaisepati,1711.25,16.0,37000000,4,4.0,East,2.5,Lalitpur
Imadol,855.625,16.0,11000000,2,1.0,West,1.5,Lalitpur
Samakhusi,1369.0,16.0,32000000,6,4.0,East,2.0,Kathmandu
Imadol,1026.75,16.0,22500000,6,3.0,East,1.0,Lalitpur
Budhanilkantha,1369.0,16.0,34000000,5,3.0,North East,2.0,Kathmandu
Rudreshwor,2738.0,16.0,48000000,4,3.0,north east east,2.5,Kathmandu
Manamaiju,1411.78125,16.0,26000000,8,4.0,South,3.0,Kathmandu
Syuchatar,1711.25,16.0,25000000,4,3.0,East,2.5,Kathmandu
Budhanilkantha,1711.25,16.0,46500000,5,4.0,South,2.5,Kathmandu
Satdobato,1048.140625,16.0,20000000,5,4.0,North,3.0,Lalitpur
Bhaisepati,1369.0,16.0,37000000,6,5.0,North West,2.5,Lalitpur
Grande Villa,1668.46875,16.0,39000000,4,3.0,North,2.0,Kathmandu
Baniyatar,1369.0,16.0,22000000,8,3.0,North West,3.0,Kathmandu
Godawari,2144.897812,16.0,55000000,4,4.0,North,2.5,Lalitpur
Khusibu Townplanning,2417.14,16.0,105000000,8,5.0,South,4.0,Kathmandu
Sainbu,1967.93,16.0,47500000,7,8.0,North East,3.5,Kathmandu
Tinthana,1500.0,16.0,32500000,8,4.0,East,3.0,Kathmandu
Banasthali,1437.45,16.0,26000000,5,3.0,South,2.5,Kathmandu
Sitapaila,1818.2,16.0,31500000,6,5.0,East,2.5,Kathmandu
Tikathali,1197.875,16.0,24500000,6,5.0,East,2.5,Lalitpur
Bhaisepati,8214.0,16.0,118000000,4,4.0,South East,2.5,Lalitpur
Tikathali,1026.75,16.0,25000000,6,5.0,East,2.5,Lalitpur
Ramkot,1369.0,16.0,16800000,5,2.0,West,2.5,Kathmandu
Thankot,1026.75,16.0,13500000,3,2.0,South,1.0,Kathmandu
Height,2121.95,16.0,38000000,4,4.0,South east,2.5,Kathmandu
Narayanthan,6845.0,16.0,100000000,5,5.0,South,3.0,Kathmandu
Maharajgunj,4141.225,16.0,90000000,5,4.0,South,2.5,Kathmandu
Bhaisepati,1369.0,16.0,37500000,6,6.0,North West,2.5,Lalitpur
Budhanilkantha,7529.5,16.0,125000000,6,5.0,North east,3.0,Kathmandu
Bhaisepati,1711.25,16.0,55000000,4,5.0,South West,2.5,Lalitpur
Sitapaila,1437.45,16.0,24000000,4,4.0,North,2.5,Kathmandu
Sanobharyang,1454.5625,16.0,36000000,7,3.0,West,3.0,Kathmandu
Basundhara,1437.45,16.0,42000000,6,5.0,South East,2.5,Kathmandu
Budhanilkantha,5818.25,16.0,95093750,7,5.0,South,3.0,Kathmandu
Bishalnagar,2738.0,16.0,100000000,5,3.0,South,3.0,Kathmandu
Balaju,3422.5,16.0,55000000,7,2.0,South,2.5,Kathmandu
Bhainsepati,1711.25,16.0,45000000,4,5.0,South West,3.0,Kathmandu
Dhobighat,6845.0,16.0,100000000,4,2.0,East,2.5,Lalitpur
Hattiban,1369.0,16.0,24000000,3,3.0,South West,2.5,Lalitpur
Budhanilkantha,1369.0,16.0,40000000,10,4.0,West,3.0,Kathmandu
Narayanthan,6160.5,16.0,100000000,5,5.0,East,2.5,Kathmandu
Imadol,1090.92,16.0,25000000,4,4.0,South,2.5,Kathmandu
Naxal,4107.0,16.0,65000000,6,5.0,East,2.0,Kathmandu
Kalanki,1882.37,16.0,12000000,6,5.0,North,2.5,Kathmandu
Narayanthan,4107.0,16.0,72000000,5,5.0,South east,2.5,Kathmandu
Basundhara,1112.3125,16.0,22500000,4,3.0,East,2.0,Kathmandu
Dallu,1026.75,16.0,41000000,6,3.0,South,3.0,Kathmandu
Baluwatar,4107.0,16.0,105000000,6,5.0,East,3.0,Kathmandu
Budhanilkantha,2053.5,16.0,37000000,6,6.0,East,3.0,Kathmandu
Sano thimi,1095.2,16.0,21500000,5,3.0,North West,3.5,Bhaktapur
Godawari,1711.25,16.0,12500000,3,1.0,West,2.0,Lalitpur
Kharibot,1711.25,16.0,42500000,7,6.0,East,3.0,Kathmandu
Sanobharyang,1347.609375,16.0,31500000,7,2.0,North,2.0,Kathmandu
Bhaisepati,1779.7,16.0,55000000,5,4.0,South East,2.5,Lalitpur
Gurjudhara,1069.53,16.0,16500000,4,3.0,East,2.5,Kathmandu
Badikhel,1711.25,16.0,12500000,3,1.0,West,1.0,Lalitpur
Chapali,4107.0,16.0,57500000,4,4.0,South East,2.0,Kathmandu
Budhanilkantha,3422.5,16.0,63000000,5,4.0,East,2.0,Kathmandu
Gongaboo,1711.25,16.0,35000000,8,5.0,East,5.0,Kathmandu
Chabahil,1796.8125,16.0,50000000,4,4.0,East,2.0,Kathmandu
Buddhanagar,1711.25,16.0,56500000,10,5.0,East,3.0,Kathmandu
Rudreshwor,1745.475,16.0,50000000,4,5.0,East,3.0,Kathmandu
Hattigauda,3764.75,16.0,42000000,6,4.0,East,2.5,Kathmandu
Golfutar,3080.25,16.0,47500000,5,4.0,South East,2.0,Kathmandu
Khusibu,2429.975,16.0,105000000,10,8.0,South,4.5,Kathmandu
Mandikatar,4791.5,16.0,60000000,5,4.0,East,2.0,Kathmandu
Dhobighat,6845.0,16.0,110000000,4,2.0,south east,2.5,Lalitpur
Imadol,1095.2,16.0,23500000,6,4.0,East,2.5,Lalitpur
Hattiban,2100.0,16.0,50000000,5,4.0,South,3.0,Lalitpur
Deuba Chowk,2053.5,16.0,36000000,5,5.0,East,2.5,Kathmandu
Kupondole,7529.5,16.0,150000000,6,5.0,North,3.0,Kathmandu
Koteshwor,3148.7,16.0,65000000,6,3.0,South east,3.5,Kathmandu
Bishalnagar,2738.0,16.0,100000000,5,3.0,South,2.5,Kathmandu
Boudha,1561.515625,16.0,20531250,4,3.0,South West,3.0,Kathmandu
Dhungeadda,727.28,16.0,17000000,6,3.0,East,1.0,Kathmandu
Bhaisepati,1813.925,16.0,49500000,7,8.0,North East,3.5,Lalitpur
Naksal,1711.25,16.0,78000000,8,5.0,North east,4.0,Kathmandu
Nakhipot,1090.92,16.0,23000000,4,3.0,East,2.5,Lalitpur
badikhel,1711.25,16.0,12500000,3,1.0,West,1.0,Lalitpur
Golfutar,1437.45,16.0,43500000,3,3.0,West,2.5,Kathmandu
Bansbari,2738.0,16.0,47500000,4,5.0,East,2.0,Kathmandu
Golfutar,1369.0,16.0,32500000,5,4.0,East,2.5,Kathmandu
Hepali,1711.25,16.0,43000000,4,4.0,South east,2.5,Kathmandu
Kapan,1796.8,16.0,18000000,2,4.0,North east,1.0,Kathmandu
Gothatar,1390.39,16.0,23000000,6,5.0,East,3.0,Kathmandu
Golfutar,1060.975,16.0,27500000,3,3.0,South West,2.5,Kathmandu
Sano Gaun,1796.8125,16.0,33900000,5,4.0,South East,4.0,Lalitpur
Narayanthan,6845.0,16.0,100000000,5,5.0,South,3.0,Kathmandu
Golfutar,1095.2,16.0,29000000,5,5.0,West,2.5,Kathmandu
Balkhu,2652.4375,16.0,45000000,4,3.0,East,2.5,Kathmandu
Bhaisepati,1813.925,16.0,62500000,3,3.0,South West,2.5,Lalitpur
Futung,1197.875,16.0,150000000,2,1.0,South east,1.0,Kathmandu
Bansbari,2738.0,16.0,45000000,6,5.0,North West,3.0,Kathmandu
Balkhu,1026.75,16.0,22350000,3,3.0,North,2.5,Kathmandu
Dhapasi,1095.2,16.0,28500000,4,4.0,East,2.5,Kathmandu
Dhobighat,3080.25,16.0,150000000,6,7.0,East,3.0,Lalitpur
Ghattekulo,1060.975,16.5,35000000,4,2.0,South,4.5,Kathmandu
Nakkhu,1437.45,16.5,31000000,6,5.0,North,2.5,Lalitpur
Ghattekulo,2087.725,16.5,65000000,10,4.0,South,3.5,Kathmandu
Bhaisepati,2053.5,16.5,59500000,5,5.0,South West,2.5,Lalitpur
Banasthali,4107.0,16.5,100000000,5,6.0,North,2.5,Kathmandu
Maligaon,4107.0,16.5,65000000,5,6.0,North West,2.5,Kathmandu
Sitapaila,1403.225,16.5,26000000,5,3.0,South,2.5,Kathmandu
Samakhushi chowk,1711.25,16.5,35000000,4,3.0,South West,2.5,Kathmandu
Harisiddhi,2053.5,16.5,35000000,7,4.0,North,2.5,Lalitpur
Bhaisepati,1129.425,16.5,32000000,4,4.0,North East,2.5,Lalitpur
Bafal,1779.7,16.5,46000000,17,4.0,South,3.5,Kathmandu
Budhanilkantha,2087.725,16.66666667,38000000,4,3.0,South East,2.5,Kathmandu
Bhaisepati,2121.95,17.0,44500000,3,5.0,North West,2.5,Lalitpur
Maharajgunj,10952.0,17.0,350000000,6,6.0,East,3.0,Kathmandu
Bhaisepati,1369.0,17.0,40000000,3,3.0,North,2.5,Lalitpur
Katunje,3764.75,17.0,95000000,6,4.0,North West,2.5,Bhaktapur
Danchhi,1026.75,17.0,15000000,4,3.0,South,2.5,Kathmandu
Sainbu,2498.425,17.0,85000000,5,4.0,North East,2.5,Lalitpur
Narayanthan,5818.25,17.0,92500000,7,5.0,South,3.5,Kathmandu
Grande Villa,3764.75,17.0,60000000,3,3.0,North,2.5,Kathmandu
Dhobighat,7187.25,17.0,95000000,5,4.0,East,3.0,Lalitpur
Dhumbarahi,3422.5,17.5,95000000,4,4.0,North West,2.5,Kathmandu
Budhanilkantha,3422.5,17.5,82000000,4,5.0,South East,2.5,Kathmandu
Dhapasi,3114.475,17.5,58000000,5,5.0,South,3.5,Kathmandu
Nakhudole,1129.425,18.0,29000000,3,4.0,South,2.5,Lalitpur
Tokha,2806.45,18.0,70000000,5,6.0,West,2.5,Kathmandu
Narayanthan,6160.5,18.0,110000000,5,4.0,West,2.5,Kathmandu
Syuchatar,1625.6875,18.0,16500000,4,2.0,South,1.5,Kathmandu
Malpot,2004.75,18.0,21000000,5,4.0,East,2.5,Kathmandu
Budhanilkantha,6845.0,18.0,150000000,6,6.0,East,2.0,Kathmandu
Sitapaila,2395.75,18.0,30500000,6,5.0,east,2.5,Kathmandu
Suryadanda,1711.25,18.0,36100000,7,3.0,South,3.5,Kathmandu
Thankot,1197.875,18.0,11500000,3,1.0,South,4.0,Kathmandu
Syuchatar,1369.0,18.0,38000000,4,3.0,South East,2.5,Kathmandu
Bhaisepati,1369.0,18.0,31000000,4,5.0,South east,2.5,Lalitpur
Narayantar,1437.45,18.0,27500000,3,4.0,East,2.5,Kathmandu
Imadol,1197.875,18.0,28000000,7,3.0,North East,3.0,Lalitpur
Imadol,1369.0,18.0,24000000,4,4.0,East,2.5,Lalitpur
Dhapakhel,1437.45,18.0,26000000,5,4.0,East,2.5,Lalitpur
Sunakothi,1369.0,18.0,35000000,3,3.0,East,2.0,Lalitpur
Grande Hospital,2909.12,18.0,65000000,5,5.0,West,3.0,Kathmandu
Budhanilkantha,1796.8125,18.0,28500000,3,3.0,South West,2.0,Kathmandu
Sukedhara,1283.4375,18.0,32500000,4,4.0,East,2.0,Kathmandu
Budhanilkantha,4021.4375,18.0,36500000,4,5.0,South,3.0,Kathmandu
Bhaisepati,1779.7,18.0,38000000,5,5.0,North East,2.5,Lalitpur
Sainbu,1369.0,18.0,35000000,7,4.0,South East,3.0,Lalitpur
Muhanpokhari,6845.0,18.0,32500000,4,4.0,North,2.5,Kathmandu
Sitapaila,3657.796875,18.0,73100000,4,4.0,South West,2.0,Kathmandu
Dhumbarahi,1779.7,18.0,260000000,5,5.0,East,2.5,Kathmandu
Jaya Bageshwori,1369.0,18.0,38500000,5,5.0,North,3.0,Kathmandu
Ghattekulo,1095.2,18.0,32500000,6,3.0,East,3.5,Kathmandu
Nakkhu,1711.25,18.0,43000000,5,3.0,South,2.5,Lalitpur
Lokanthali,2566.875,18.0,35000000,6,3.0,North East,3.0,Bhaktapur
Tokha,2909.125,18.0,70000000,5,7.0,North West,3.0,Kathmandu
Harisiddhi,1090.921875,18.0,18000000,3,3.0,South East,3.0,Lalitpur
Budhanilkantha,3080.25,18.0,55000000,4,5.0,North,3.0,Kathmandu
Dhapakhel,1711.25,18.0,25000000,7,2.0,South East,2.5,Kathmandu
Budhanilkantha,1060.975,18.0,26500000,4,4.0,North,2.5,Kathmandu
Bhaisepati,1711.25,18.0,45000000,5,5.0,North East,2.5,Lalitpur
Bhaisepati,1540.125,18.0,28500000,3,5.0,South West,3.0,Lalitpur
Thali,1369.0,18.0,15000000,2,1.0,North East,1.0,Kathmandu
Pepsicola,1711.25,18.0,32500000,5,4.0,South East,3.0,Kathmandu
Bhaisepati,1369.0,18.0,31000000,4,3.0,South East,3.0,Lalitpur
Mandikatar,17797.0,18.0,260000000,5,4.0,East,3.0,Kathmandu
Sitapaila,1060.975,18.0,22500000,4,3.0,North,2.5,Kathmandu
Imadol,2053.5,18.0,38500000,7,5.0,East,3.0,Lalitpur
Khumaltar,1779.7,18.0,42500000,7,4.0,West,2.5,Lalitpur
Dhapasi,1711.25,18.0,42500000,6,5.0,South,2.5,Kathmandu
Kharibot,855.625,18.0,15000000,5,3.0,North East,3.5,Lalitpur
Civil Homes,2053.5,18.0,29500000,3,2.0,West,3.0,Lalitpur
Swayambhu,1112.3125,18.0,21000000,4,2.0,South,2.0,Kathmandu
Rudreshwor,1711.25,18.0,37500000,7,3.0,North West,2.5,Kathmandu
Dahachowk,21904.0,18.0,18000000,4,3.0,East,2.5,Kathmandu
Godawari,1540.125,18.0,21000000,6,3.0,South East,2.0,Lalitpur
Tokha,1882.375,18.0,25000000,7,6.0,West,3.0,Kathmandu
Minbhawan,2738.0,18.0,80000000,12,4.0,East,4.0,Kathmandu
Imadol,1779.7,18.0,38500000,7,5.0,East,3.0,Lalitpur
Pepsicola,1026.75,18.0,25000000,5,4.0,North East,2.5,Kathmandu
Manamaiju,2806.45,18.0,58500000,13,4.0,South East,3.5,Kathmandu
Bhangal,1369.0,18.0,23800000,6,6.0,East,3.0,Kathmandu
Phutung,1437.45,18.0,26000000,5,3.0,West,3.0,Kathmandu
Harisiddhi,1090.921875,18.0,20000000,3,3.0,South East,3.0,Lalitpur
Imadol,748.671875,18.0,13500000,3,2.0,West,2.0,Lalitpur
Budhanilkantha,6845.0,18.0,145000000,5,6.0,East,3.0,Kathmandu
Budhanilkantha,1112.3125,18.0,22500000,6,6.0,North East,3.0,Kathmandu
Srijana Nagar,1711.25,18.0,30000000,5,5.0,West,2.5,Bhaktapur
Bhaisepati,1540.125,18.0,37500000,3,4.0,South,3.0,Lalitpur
Imadol,1283.43,18.0,9500000,2,1.0,West,1.5,Lalitpur
Pasikot,2429.975,18.5,53500000,7,5.0,South West,3.5,Kathmandu
Budhanilkantha,1437.45,19.0,31000000,5,5.0,South West,2.5,Kathmandu
Nakhipot,1026.75,19.0,29000000,4,4.0,South,3.0,Lalitpur
Budhanilkantha,2566.875,19.5,55000000,7,8.0,South West,3.5,Kathmandu
Koteshwor,1369.0,19.686,41500000,5,5.0,South,4.0,Kathmandu
Imadol,1369.0,20.0,21000000,4,5.0,South West,2.5,Lalitpur
Budhanilkantha,2738.0,20.0,42000000,5,5.0,East,3.0,Kathmandu
Mhaipi,1369.0,20.0,33000000,4,4.0,North,3.0,Kathmandu
Banasthali,4517.7,20.0,70000000,5,5.0,East,2.5,Kathmandu
Pepsicola,1095.2,20.0,24000000,6,3.0,East,2.5,Kathmandu
Thecho,752.95,20.0,21000000,3,3.0,South East,2.0,Lalitpur
Machhapokhari,1026.75,20.0,33500000,16,7.0,North,5.0,Kathmandu
Bhaisepati,2121.95,20.0,75000000,6,5.0,South East,2.5,Lalitpur
Budhanilkantha,2738.0,20.0,57500000,4,5.0,South West,3.0,Kathmandu
Chabahil,1112.3125,20.0,25000000,6,4.0,East,4.0,Kathmandu
Imadol,1369.0,20.0,21000000,4,5.0,South West,1.0,Lalitpur
Narephate,2053.5,20.0,33000000,6,4.0,East,2.5,Kathmandu
Sukedhara,2053.5,20.0,45000000,6,6.0,East,3.0,Kathmandu
Bhaisepati,1437.45,20.0,40000000,6,4.0,South East,2.5,Lalitpur
Ochu Height,2053.5,20.0,35000000,6,4.0,West,2.5,Lalitpur
Pepsicola,3000.0,20.0,67500000,5,4.0,South,2.5,Kathmandu
Imadol,1026.75,20.0,12500000,2,1.0,West,1.0,Lalitpur
Budhanilkantha,7187.25,20.0,160000000,6,6.0,East,3.0,Kathmandu
Naya Bazar,1711.25,20.0,35000000,5,5.0,East,3.0,Kathmandu
Budhanilkantha,1711.25,20.0,29900000,7,6.0,South West,3.0,Kathmandu
Mandikatar,1369.0,20.0,32500000,8,6.0,South East,3.0,Kathmandu
Sitapaila,2121.95,20.0,47000000,5,3.0,West,2.5,Kathmandu
Budhanilkantha,7187.25,20.0,160000000,10,10.0,East,4.0,Kathmandu
Imadol,1095.2,20.0,27500000,5,4.0,West,2.5,Lalitpur
Mandikhatar,5133.75,20.0,145000000,4,5.0,North East,2.5,Kathmandu
Budhanilkantha,2139.0625,20.0,32000000,4,6.0,North,3.0,Kathmandu
